,Country,Universities Names,University Place,Tuition Fees,Living Fees,Top Course,Exam Score
173, Italy,"Sant'Anna School of Advanced Studies, Pisa","Tuscany, Italy",₹116L/Yr,₹9L/Yr,M.C.S,"['Duolingo - 120', 'IELTS - 6.5']"
174, Italy,"Politecnico Di Milano, Milan","Apulia, Italy",₹3L/Yr,₹3L/Yr,M.Ed,"['TOEFL - 95', 'PTE - 58']"
175, Canada,"Queen's University, Kingston","Ontario, Canada",₹18L/Yr,₹4L/Yr,M.S.W,"['TOEFL - 76', 'PTE - 54']"
176, Canada,"Simon Fraser University, Burnaby","British Columbia, Canada",₹15L/Yr,₹6L/Yr,M.B.A,"['IELTS - 6.5', 'PTE - 67']"
177, Canada,"Laval University, Quebec City","Quebec, Canada",₹13L/Yr,₹4L/Yr,M.S Computing Science,"['TOEFL - 88', 'PTE - 61']"
178, Australia,"Griffith University, Brisbane","Queensland, Australia",₹20L/Yr,₹8L/Yr,M.Bus Data Science,"['GRE - 310', 'IELTS - 6.5', 'PTE - 59']"
179, Australia,"Deakin University, Geelong","Victoria, Australia",₹19L/Yr,₹6L/Yr,M.S Behavioural Economics,"['GRE - 300', 'IELTS - 6.5', 'PTE - 55']"
180, Australia,"University of Tasmania, Hobart","Tasmania, Australia",₹19L/Yr,₹7L/Yr,M.Sc Management,"['TOEFL - 80', 'PTE - 53']"
181, Australia,"La Trobe University, Melbourne","Victoria, Australia",₹20L/Yr,₹5L/Yr,M.Sc Data Science and Analytics,"['TOEFL - 90', 'PTE - 61']"
182, Australia,"RMIT University, Melbourne","Victoria, Australia",₹22L/Yr,₹9L/Yr,M.Sc Machine Learning and Deep L...,"['GRE - 298', 'IELTS - 7']"
183, Germany,"Ruhr University Bochum, Bochum","North Rhine-Westphalia, Germany",₹1L/Yr,₹8L/Yr,M.S Computer Science and Enginee...,"['GMAT - 550', 'IELTS - 6']"
184, Germany,"Technical University Darmstadt, Darmstadt","Hesse, Germany",₹40K/Yr,₹8L/Yr,M.S Computer Science,"['GMAT - 550', 'TOEFL - 100', 'PTE - 65']"
185, Germany,"University of Duesseldorf, Dusseldorf","North Rhine-Westphalia, Germany",₹53K/Yr,₹7L/Yr,M.S Robotics and Autonomy,"['GMAT - 500', 'IELTS - 6.5', 'PTE - 63']"
186, Germany,"University of Konstanz, Konstanz","Baden-Wurttemberg, Germany",₹2L/Yr,₹9L/Yr,M.S Computer Science,"['GRE - 317', 'TOEFL - 90']"
187, Germany,"Johannes Gutenberg University of Mainz, Mainz","Rhineland-Palatinate, Germany",₹59K/Yr,₹34K/Yr,M.B.A,"['GRE - 309', 'IELTS - 7', 'PTE - 60']"
188, Germany,"University of Hohenheim, Stuttgart","Baden-Wurttemberg, Germany",₹2L/Yr,₹5L/Yr,M.B.A,"['IELTS - 6.5', 'PTE - 58']"
189, Germany,"University of Stuttgart, Stuttgart","Baden-Wurttemberg, Germany",₹2L/Yr,₹6L/Yr,M.B.A,"['GMAT - 450', 'TOEFL - 84', 'PTE - 58']"
190, Malaysia,"University of Malaya, Kuala Lumpur","Kuala Lumpur, Malaysia",₹4L/Yr,₹6L/Yr,M.S Computer Science,"['IELTS - 6', 'PTE - 50']"
191, Sweden,"Linkoping University, Linkoping","Ostergotland, Sweden",₹10L/Yr,₹7L/Yr,M.B.A,"['GMAT - 550', 'IELTS - 6.5', 'PTE - 58']"
192, Uk,"University of Bath, Bath","England, Uk",₹27L/Yr,₹7L/Yr,M.N,"['GRE - 300', 'IELTS - 6.5', 'PTE - 58']"
193, Uk,"University of Surrey, Guildford","England, Uk",₹25L/Yr,₹12K/Yr,M.B.A,"['GMAT - 600', 'IELTS - 7', 'PTE - 69']"
194, Uk,"Loughborough University, Loughborough","England, Uk",₹28L/Yr,₹17K/Yr,M.S Information Technology,"['GMAT - 590', 'IELTS - 6.5', 'PTE - 59']"
195, Uk,"University of East Anglia, Norwich","England, Uk",₹22L/Yr,₹6L/Yr,M.B.A,"['GMAT - 610', 'TOEFL - 100', 'PTE - 68']"
196, Uk,"Swansea University, Swansea","Wales, Uk",₹20L/Yr,₹6L/Yr,M.Sc International Business Mana...,"['GRE - 297', 'TOEFL - 80']"
197, Usa,"Boston College, Chestnut Hill","Massachusetts, Usa",₹50L/Yr,₹15L/Yr,M.B.A,"['GRE - 304', 'IELTS - 6.5', 'PTE - 63']"
198, Usa,"North Carolina State University, Raleigh","North Carolina, Usa",₹37L/Yr,₹10L/Yr,M.B.A,"['Duolingo - 105', 'TOEFL - 79', 'PTE - 58']"
199, Usa,"University of California, Riverside","California, Usa",₹36L/Yr,₹7L/Yr,M.B.A,"['TOEFL - 80', 'PTE - 60']"
200, Usa,"Stony Brook University, Stony Brook","New York, Usa",₹24L/Yr,₹8L/Yr,M.S Artificial Intelligence,"['GRE - 302', 'TOEFL - 100', 'PTE - 68']"
201, Usa,"Florida State University, Tallahassee","Florida, Usa",₹22L/Yr,₹11L/Yr,Master of Advanced Studies Data ...,"['GRE - 310', 'IELTS - 6.5', 'PTE - 67']"
202, Usa,"University of South Florida, Tampa","Florida, Usa",₹14L/Yr,₹4L/Yr,M.S Computer Science,"['TOEFL - 79', 'PTE - 53']"
203, Usa,"Brandeis University, Waltham","Massachusetts, Usa",₹42L/Yr,₹8L/Yr,M.Eng Project Management,"['GMAT - 550', 'TOEFL - 79']"
204, Uae,"Khalifa University, Abu Dhabi","Abu Dhabi, Uae",₹25L/Yr,₹6L/Yr,M.S Business Analytics,['TOEFL - 61']
205, Italy,"Humanitas University, Pavia","Lombardy, Italy",₹9L/Yr,₹4L/Yr,M.S Computer Science,"['Duolingo - 120', 'IELTS - 6.5', 'PTE - 60']"
206, Canada,"Dalhousie University, Halifax","Nova Scotia, Canada",₹18L/Yr,₹10L/Yr,M.S Business Analytics and Proje...,"['TOEFL - 100', 'PTE - 68']"
207, Australia,"Flinders University, Adelaide","South Australia, Australia",₹19L/Yr,₹45K/Yr,M.B.A,"['IELTS - 7', 'PTE - 65']"
208, Australia,"University of South Australia, Adelaide","South Australia, Australia",₹18L/Yr,₹2L/Yr,M.S Computer Science,"['IELTS - 6.5', 'PTE - 58']"
209, Australia,"Western Sydney University, Sydney","New South Wales, Australia",₹17L/Yr,₹4L/Yr,M.S Computer Science,['IELTS - 6.5']
210, Germany,"University of Bremen, Bremen","Bremen, Germany",₹3L/Yr,₹8L/Yr,M.Ed Education,['TOEFL - 80']
211, Germany,"University of Kiel, Kiel","Schleswig-Holstein, Germany",₹46K/Yr,₹4L/Yr,M.S Nursing Practice (Pre-Regist...,['IELTS - 6.5']
212, Hong Kong,"Hong Kong Baptist University, Kowloon Tong","Hong Kong, Hong Kong",₹23L/Yr,₹7L/Yr,M.N,['IELTS - 6.5']
213, Ireland,"University College Cork, Cork","Cork, Ireland",₹19L/Yr,₹49K/Yr,M.S Automation and Robotics,"['GMAT - 550', 'TOEFL - 93', 'PTE - 60']"
214, Malaysia,"Universiti Teknologi Petronas, Seri Iskander","Perak, Malaysia",₹13L/Yr,₹4L/Yr,M.S Earth Sciences,"['GMAT - 550', 'IELTS - 6.5']"
215, New Zealand,"University of Otago, Dunedin","South Island, New Zealand",₹21L/Yr,₹5L/Yr,M.S Computing,"['IELTS - 6', 'PTE - 54']"
216, Sweden,"Swedish University of Agricultural Sciences, Uppsala","Uppland, Sweden",₹21L/Yr,₹6L/Yr,M.S Computer and Information Sci...,"['IELTS - 6.5', 'PTE - 62']"
217, Uk,"University of Essex, Colchester","England, Uk",₹20L/Yr,₹7L/Yr,M.Sc Information Systems and Bus...,"['IELTS - 6.0', 'PTE - 54']"
218, Uk,"University of Dundee, Dundee","Scotland, Uk",₹22L/Yr,₹15L/Yr,M.B.A International Business,"['GMAT - 590', 'IELTS - 6', 'PTE - 54']"
219, Uk,"Royal Holloway, University of London, Egham","England, Uk",₹24L/Yr,₹15K/Yr,M.Sc Business Management,"['GRE - 298', 'IELTS - 6.5', 'PTE - 58']"
220, Uk,"University of Strathclyde, Glasgow","Scotland, Uk",₹24L/Yr,₹7L/Yr,M.Sc Applied Data Analytics,"['TOEFL - 80', 'PTE - 53']"
221, Uk,"St George's, University of London, London","England, Uk",₹23L/Yr,₹14K/Yr,M.Eng Electronic Engineering,"['GRE - 307', 'IELTS - 7', 'PTE - 46']"
222, Usa,"University at Buffalo, Buffalo","New York, Usa",₹22L/Yr,₹3L/Yr,M.B.A,"['Duolingo - 120', 'IELTS - 6.5']"
223, Usa,"University of Tennessee, Knoxville","Tennessee, Usa",₹13L/Yr,₹10L/Yr,M.S Data Science and Analytics,"['GRE - 308', 'IELTS - 6.5', 'PTE - 58']"
224, Usa,"Drexel University, Philadelphia","Pennsylvania, Usa",₹37L/Yr,₹14L/Yr,M.S Health Science,"['GRE - 298', 'TOEFL - 86', 'PTE - 53']"
225, Usa,"Oregon Health & Science University, Portland","Oregon, Usa",₹21L/Yr,₹9L/Yr,M.Arch,['IELTS - 6.5']
226, Usa,"Washington State University, Pullman","Washington, Usa",₹34L/Yr,₹10L/Yr,M.S Data Analytics Engineering,['TOEFL - 100']
227, Uae,"United Arab Emirates University, Al Ain","Abu Dhabi, Uae",₹16L/Yr,₹9L/Yr,M.S Computer Science,['TOEFL - 80']
228, France,"Montpellier Business School, Montpellier","Occitania, France",₹64L/Yr,₹15L/Yr,M.S Data Science,"['GRE - 304', 'TOEFL - 80']"
229, Canada,"University of Manitoba, Winnipeg","Manitoba, Canada",₹9L/Yr,₹10L/Yr,M.S Computer Science,['TOEFL - 100']
230, Canada,"University of Saskatchewan, Saskatoon","Saskatchewan, Canada",₹14L/Yr,₹9L/Yr,M.S Computer Science,"['Duolingo - 120', 'IELTS - 6.5']"
231, Canada,"University of Victoria, Victoria","British Columbia, Canada",₹12L/Yr,₹13L/Yr,M.S Electrical Engineering and C...,"['GMAT - 540', 'TOEFL - 79', 'PTE - 58']"
232, Canada,"York University, Toronto","Ontario, Canada",₹23L/Yr,₹9L/Yr,M.S Computer Engineering,['IELTS - 6.5']
233, Australia,"University of Canberra, Canberra","Australian Capital Territory , Australia",₹18L/Yr,₹10L/Yr,M.S Data Science,"['GRE - 308', 'TOEFL - 80', 'PTE - 59']"
234, Australia,"Edith Cowan University, Perth","Western Australia, Australia",₹16L/Yr,₹11L/Yr,M.S Data Science,"['Duolingo - 110', 'IELTS - 6.5', 'PTE - 54']"
235, Australia,"Murdoch University, Perth","Western Australia, Australia",₹22L/Yr,₹7L/Yr,M.B.A Human Resources Management,['IELTS - 6.5']
236, Australia,"University of Southern Queensland, Toowoomba","Queensland, Australia",₹14L/Yr,₹8L/Yr,M.S Statistics and Data Science,"['TOEFL - 88', 'PTE - 59']"
237, Australia,"James Cook University, Townsville","Queensland, Australia",₹7L/Yr,₹8L/Yr,M.S Computer Science,"['Duolingo - 120', 'TOEFL - 90', 'PTE - 61']"
238, Germany,"University of Bayreuth, Bayreuth","Bavaria, Germany",₹25L/Yr,₹9L/Yr,M.S Computer Science,"['Duolingo - 120', 'TOEFL - 100']"
239, Germany,"Leibniz University of Hannover, Hannover","Lower Saxony, Germany",₹70K/Yr,₹12L/Yr,M.S Applied Data Science,['TOEFL - 80']
240, Uk,"Heriot-Watt University, Edinburgh","Scotland, Uk",₹23L/Yr,₹12L/Yr,M.S Computer Science,"['TOEFL - 90', 'PTE - 58']"
241, Uk,"City, University of London, London","England, Uk",₹23L/Yr,₹7L/Yr,M.C.S,"['IELTS - 6.5', 'PTE - 50']"
242, Uk,"Brunel University, London","England, Uk",₹23L/Yr,₹4L/Yr,M.B.A,"['GMAT - 590', 'IELTS - 6.5', 'PTE - 61']"
243, Usa,"Iowa State University, Ames","Iowa, Usa",₹24L/Yr,₹4L/Yr,M.S Automotive Engineering,"['TOEFL - 80', 'PTE - 56']"
244, Usa,"University of Georgia, Athens","Georgia, Usa",₹22L/Yr,₹8L/Yr,M.S Information Sciences,"['GMAT - 590', 'IELTS - 6.5']"
245, Usa,"Illinois Institute of Technology, Chicago","Illinois, Usa",₹45L/Yr,₹9L/Yr,M.Sc Data Science,"['GMAT - 590', 'IELTS - 6.5', 'PTE - 62']"
246, Usa,"University of Colorado, Denver","Colorado, Usa",₹21L/Yr,₹7L/Yr,M.B.A,['TOEFL - 79']
247, Usa,"University of Kansas, Lawrence","Kansas, Usa",₹21L/Yr,₹6L/Yr,M.Sc Healthcare Management,"['Duolingo - 110', 'TOEFL - 90']"
248, Usa,"Temple University, Philadelphia","Pennsylvania, Usa",₹31L/Yr,₹1L/Yr,M.B.A International Business,['IELTS - 5.5']
249, Usa,"University of Texas Dallas, Richardson","Texas, Usa",₹13L/Yr,₹5L/Yr,M.B.A,"['IELTS - 7', 'PTE - 63']"
250, Usa,"University of Connecticut, Storrs","Connecticut, Usa",₹34L/Yr,₹7L/Yr,M.S Civil Engineering,"['GMAT - 550', 'TOEFL - 94', 'PTE - 65']"
251, Uae,"University of Sharjah, Sharjah","Sharjah, Uae",₹10L/Yr,₹2L/Yr,M.S.E Computer Engineering,"['IELTS - 6', 'PTE - 59']"
252, Italy,"University of Milan, Milan","Apulia, Italy",₹2L/Yr,₹5L/Yr,M.S Management and Data Science,"['IELTS - 6.0', 'PTE - 50']"
253, Canada,"University of Quebec at Montreal, Montreal","Quebec, Canada",₹10L/Yr,₹11L/Yr,M.S Data Science and Analytics,"['GRE - 308', 'IELTS - 6', 'PTE - 59']"
254, Canada,"University of Guelph, Guelph","Ontario, Canada",₹15L/Yr,₹7L/Yr,M.B.A,"['GMAT - 640', 'IELTS - 6.5', 'PTE - 65']"
255, Australia,"Australian Catholic University, Brisbane","Queensland, Australia",₹15L/Yr,₹7L/Yr,M.B.A,"['TOEFL - 79', 'PTE - 53']"
256, Australia,"Charles Darwin University, Darwin","Northern Territory , Australia",₹17L/Yr,₹6L/Yr,M.Sc Tourism Management,['IELTS - 6.5']
257, Australia,"Bond University, Gold Coast","Queensland, Australia",₹22L/Yr,₹6L/Yr,M.D.S Data Science,['IELTS - 6.5']
258, Australia,"Victoria University, Melbourne","Victoria, Australia",₹20L/Yr,₹1L/Yr,M.B.A Technology Management,"['IELTS - 7', 'PTE - 65']"
259, Germany,"Technical University Dortmund, Dortmund","North Rhine-Westphalia, Germany",₹9L/Yr,₹7L/Yr,M.S Health Care Administration,"['Duolingo - 115', 'IELTS - 6.5']"
260, Germany,"University of Greifswald, Greifswald","Mecklenburg-Vorpommern, Germany",₹22K/Yr,₹9L/Yr,M.S Computer Science,"['TOEFL - 80', 'PTE - 53']"
261, Germany,"University of Passau, Passau","Bavaria, Germany",₹28K/Yr,₹9L/Yr,Master of Professional Studies D...,"['TOEFL - 79', 'PTE - 58']"
262, Ireland,"Dublin City University, Dublin","Dublin, Ireland",₹14L/Yr,₹12L/Yr,M.S Computer Science,"['IELTS - 6.5', 'PTE - 44']"
263, Ireland,"University of Limerick, Limerick","Limerick, Ireland",₹16L/Yr,₹10L/Yr,M.S Computer Science,"['Duolingo - 100', 'IELTS - 7', 'PTE - 60']"
264, Ireland,"Maynooth University, Maynooth","Kildare, Ireland",₹6L/Yr,₹9L/Yr,M.S Computer Science,"['GRE - 320', 'TOEFL - 84']"
265, Malaysia,"Universiti Utara Malaysia, Changlun","Kedah, Malaysia",₹1L/Yr,₹8L/Yr,M.S Operations Management,"['GRE - 310', 'TOEFL - 89']"
266, Malaysia,"Universiti Sains Malaysia, George Town","Penang, Malaysia",₹85K/Yr,₹8L/Yr,M.S Computer Science,"['GRE - 320', 'TOEFL - 79', 'PTE - 59']"
267, Malaysia,"Universiti Teknologi Malaysia, Skudai","Johor, Malaysia",₹9L/Yr,₹7L/Yr,M.S Computer Science,"['TOEFL - 80', 'PTE - 53']"
268, New Zealand,"Auckland University of Technology, Auckland","North Island, New Zealand",₹22L/Yr,₹7L/Yr,M.S Computer Science,"['IELTS - 6', 'PTE - 51']"
269, Sweden,"Umea University, Umea","Vasterbotten, Sweden",₹44L/Yr,₹7L/Yr,M.S Business Analytics and Data ...,"['IELTS - 6.5', 'PTE - 58']"
270, Uk,"Aston University, Birmingham","England, Uk",₹21L/Yr,₹4L/Yr,M.S Business Analytics,"['Duolingo - 120', 'TOEFL - 85', 'PTE - 58']"
271, Uk,"University of Kent, Canterbury","England, Uk",₹20L/Yr,₹13L/Yr,M.S Data Science,"['GMAT - 550', 'IELTS - 6.5', 'PTE - 65']"
272, Uk,"Bangor University, Bangor","Wales, Uk",₹19L/Yr,₹9L/Yr,M.S Computer Science,"['IELTS - 6.5', 'PTE - 44']"
273, Uk,"University of Hull, Hull","England, Uk",₹15L/Yr,₹12K/Yr,M.N,"['Duolingo - 95', 'IELTS - 6']"
274, Uk,"Goldsmiths, University of London, London","England, Uk",₹28L/Yr,₹7L/Yr,M.S Computer Science,"['IELTS - 5.5', 'PTE - 48']"
275, Uk,"School of Oriental and African Studies, University of London, London","England, Uk",₹25L/Yr,₹6L/Yr,M.B.A,['TOEFL - 80']
276, Uk,"Royal Veterinary College, University of London, London","England, Uk",₹28L/Yr,₹7L/Yr,M.A Accountancy,"['GMAT - 590', 'IELTS - 6.5', 'PTE - 56']"
277, Uk,"University of Plymouth, Plymouth","England, Uk",₹18L/Yr,₹7L/Yr,M.S Mechanical Engineering,"['GRE - 299', 'IELTS - 6', 'PTE - 59']"
278, Uk,"Bournemouth University, Poole","England, Uk",₹17L/Yr,₹7L/Yr,M.S Plant Sciences,"['GMAT - 590', 'IELTS - 6.5', 'PTE - 52']"
279, Uk,"University of Portsmouth, Portsmouth","England, Uk",₹17L/Yr,₹15L/Yr,M.S Media Management,"['GMAT - 550', 'IELTS - 6.0', 'PTE - 64']"
280, Uk,"University of Stirling, Stirling","Scotland, Uk",₹20L/Yr,₹8L/Yr,M.B.A,"['GMAT - 550', 'IELTS - 6.0', 'PTE - 60']"
281, Usa,"Georgia State University, Atlanta","Georgia, Usa",₹30L/Yr,₹7L/Yr,M.Sc Computer Science,"['GRE - 300', 'IELTS - 6.5', 'PTE - 53']"
282, Usa,"University of South Carolina, Columbia","South Carolina, Usa",₹21L/Yr,₹5L/Yr,M.B.A,"['Duolingo - 120', 'TOEFL - 70', 'PTE - 50']"
283, Usa,"University of Oregon, Eugene","Oregon, Usa",₹35L/Yr,₹7L/Yr,M.B.A,"['GRE - 296', 'IELTS - 6.5', 'PTE - 48']"
284, Usa,"George Mason University, Fairfax","Virginia, Usa",₹36L/Yr,₹11K/Yr,M.B.A,"['Duolingo - 115', 'IELTS - 7']"
285, Usa,"Colorado State University, Fort Collins","Colorado, Usa",₹28L/Yr,₹7L/Yr,M.S Computer Science,"['Duolingo - 100', 'IELTS - 6.5', 'PTE - 53']"
286, Usa,"Stevens Institute of Technology, Hoboken","New Jersey, Usa",₹42L/Yr,₹10L/Yr,M.S Data Science,"['GRE - 296', 'TOEFL - 79', 'PTE - 53']"
287, Usa,"University of Kentucky, Lexington","Kentucky, Usa",₹30L/Yr,₹8L/Yr,M.S Data Science,"['IELTS - 6.5', 'PTE - 52']"
288, Usa,"University of Nebraska, Lincoln","Nebraska, Usa",₹21L/Yr,₹6L/Yr,M.B.A,"['Duolingo - 120', 'TOEFL - 80']"
289, Usa,"University of California, Merced","California, Usa",₹39L/Yr,₹8L/Yr,M.S Computer Science,"['IELTS - 6.0', 'PTE - 53']"
290, Usa,"Florida International University, Miami","Florida, Usa",₹16L/Yr,₹3L/Yr,M.S Electrical and Computer Engi...,['TOEFL - 79']
291, Usa,"University of Delaware, Newark","Delaware, Usa",₹29L/Yr,₹7L/Yr,M.S Computer Science,"['GMAT - 590', 'IELTS - 6.0']"
292, Usa,"New Jersey Institute of Technology, Newark","New Jersey, Usa",₹31L/Yr,₹8L/Yr,M.S Agricultural Science,"['GRE - 320', 'IELTS - 6.5', 'PTE - 58']"
293, Usa,"Lincoln University, Philadelphia","Pennsylvania, Usa",₹17L/Yr,₹6L/Yr,M.S Computer Science,"['Duolingo - 115', 'TOEFL - 80', 'PTE - 54']"
294, Usa,"University of Central Florida, Orlando","Florida, Usa",₹24L/Yr,₹4L/Yr,M.S Electrical Engineering and I...,"['GMAT - 640', 'IELTS - 6.0']"
295, Usa,"Missouri University of Science and Technology, Rolla","Missouri, Usa",₹25L/Yr,₹8L/Yr,M.B.A International,"['Duolingo - 105', 'TOEFL - 79']"
296, Usa,"Saint Louis University, Saint Louis","Missouri, Usa",₹38L/Yr,₹17L/Yr,M.B.A,"['GRE - 296', 'TOEFL - 75']"
297, Usa,"Syracuse University, Syracuse","New York, Usa",₹49L/Yr,₹4L/Yr,M.S Computer Science,"['GMAT - 590', 'IELTS - 6', 'PTE - 52']"
298, Usa,"Rensselaer Polytechnic Institute, Troy","New York, Usa",₹52L/Yr,₹8L/Yr,M.B.A,"['IELTS - 6', 'PTE - 57']"
299, Italy,"University of Pisa, Pisa","Tuscany, Italy",₹2L/Yr,₹6L/Yr,"M.S Agricultural, Environmental,...","['Duolingo - 105', 'IELTS - 6.5']"
300, Canada,"Concordia University, Montreal","Quebec, Canada",₹14L/Yr,₹8L/Yr,M.S Computer Science,"['GMAT - 600', 'IELTS - 6.0']"
301, Canada,"University of Windsor, Windsor","Ontario, Canada",₹14L/Yr,₹74K/Yr,M.B.A,['IELTS - 7']
302, Germany,"Technical University of Braunschweig, Braunschweig","Lower Saxony, Germany",₹65K/Yr,₹7L/Yr,M.Sc Nursing,"['GMAT - 600', 'TOEFL - 100']"
303, New Zealand,"Massey University, Palmerston North","North Island, New Zealand",₹18L/Yr,₹10L/Yr,M.S Computer and Information Sci...,['IELTS - 6']
304, Uk,"University of The West of England, Bristol","England, Uk",₹17L/Yr,₹12L/Yr,M.S Business Analytics,"['IELTS - 6.0', 'PTE - 58']"
305, Uk,"Anglia Ruskin University, Cambridge","England, Uk",₹17L/Yr,₹98K/Yr,M.S Artificial Intelligence,['IELTS - 6.5']
306, Uk,"Edinburgh Napier University, Edinburgh","Scotland, Uk",₹17L/Yr,₹15L/Yr,M.B.A,"['IELTS - 6.5', 'PTE - 58']"
307, Uk,"University of Greenwich, London","England, Uk",₹17L/Yr,₹4L/Yr,M.S,"['GRE - 310', 'IELTS - 6.5']"
308, Uk,"Northumbria University, Newcastle upon Tyne","England, Uk",₹20L/Yr,₹6L/Yr,M.A Computer Science,"['GRE - 310', 'TOEFL - 100']"
309, Usa,"University of Alaska, Fairbanks","Alaska, Usa",₹22L/Yr,₹7L/Yr,M.S Computer Science,['TOEFL - 79']
310, Usa,"University of Tulsa, Tulsa","Oklahoma, Usa",₹41L/Yr,₹81K/Yr,M.S Computer Science,"['IELTS - 6', 'PTE - 44']"
311, Germany,"Leuphana University of Luneburg, Luneburg","Lower Saxony, Germany",₹52L/Yr,₹10L/Yr,M.S. Computer Science,['TOEFL - 61']
312, Canada,"Toronto Metropolitan University, Toronto","Ontario, Canada",₹21L/Yr,₹50K/Yr,M.A International Management and...,"['IELTS - 6.0', 'PTE - 51']"
313, Canada,"University of New Brunswick (Fredericton), Fredericton","Newbrunswick, Canada",₹8L/Yr,₹9L/Yr,M.S Data Analytics and Visualiza...,"['IELTS - 6.5', 'PTE - 53']"
314, Canada,"University of Ontario Institute of Technology, Oshawa","Ontario, Canada",₹18L/Yr,₹11L/Yr,M.S Computer Science,"['IELTS - 6.0', 'PTE - 66']"
315, Germany,"Otto von Guericke University, Magdeburg","Saxony, Germany",₹25L/Yr,₹8L/Yr,M.S Mechatronics Engineering,['IELTS - 6.5']
316, Germany,"University of Siegen, Siegen","North Rhine-Westphalia, Germany",₹58K/Yr,₹16L/Yr,M.B.A,"['GMAT - 660', 'IELTS - 6.0', 'PTE - 55']"
317, Malaysia,"Universiti Tenaga Nasional (UNITEN), kajang","Selangor, Malaysia",₹3L/Yr,₹9L/Yr,M.S Data Science,['IELTS - 6.5']
318, Sweden,"Orebro University, Orebro","Narke, Sweden",₹8L/Yr,₹4L/Yr,M.Sc Nursing,"['GRE - 296', 'IELTS - 6.5', 'PTE - 59']"
319, Uk,"Coventry University, Coventry","England, Uk",₹19L/Yr,₹14L/Yr,M.Eng Computer Science,"['IELTS - 6.0', 'PTE - 61']"
320, Uk,"University of Derby, Derby","England, Uk",₹15L/Yr,₹10L/Yr,M.B.A,"['GMAT - 590', 'TOEFL - 81', 'PTE - 62']"
321, Uk,"De Montfort University, Leicester","England, Uk",₹16L/Yr,₹10L/Yr,M.S Computer Engineering,['TOEFL - 90']
322, Uk,"The Open University, Milton Keynes","England, Uk",₹7L/Yr,₹8L/Yr,M.S Data Science and Analytics,"['GMAT - 590', 'IELTS - 6.5', 'PTE - 59']"
323, Usa,"University of Texas, Arlington","Texas, Usa",₹12L/Yr,₹6L/Yr,M.Sc Data Science,['TOEFL - 90']
324, Usa,"Ohio University, Athens","Ohio, Usa",₹23L/Yr,₹15L/Yr,M.Sc International Business,"['IELTS - 6.5', 'PTE - 53']"
325, Usa,"University of Maryland Baltimore County, Baltimore","Maryland, Usa",₹24L/Yr,₹53K/Yr,M.S Computer Science,"['GMAT - 550', 'TOEFL - 92']"
